id,artist_id,album_title,genre,year_of_pub,num_of_tracks,num_of_sales,rolling_stone_critic,mtv_critic,music_maniac_critic
38085,154,Ciao Mamma Rock and Guitarrrrg,Hard Rock,2004,4,519236,0.5,4,2
38086,12794,Jesus Fire Ultra-Maximus Boring Life,Punk,2016,8,310411,4.5,2,5
38087,21061,Willing Young Signorino Scarce Is as,Rap,2004,2,177071,1.5,1,5
38088,890,Creator,Pop-Rock,2007,14,914222,2.5,1.5,4.5
38089,6065,Zeus Traditional Dance Human,Progressive,2003,8,674277,1.5,4.5,3
38090,35966,Traditional Frank Booth Girl Able Jamila,Indie,2012,11,506770,1.5,0.5,5
38091,17442,Sudden Dacia,Jazz,2003,13,852839,3,2.5,3.5
38092,26373,The Delightful Heroes of Wales Kicked Huge,Indie,2007,5,685282,5,2,3
38093,9648,Insurance Dark Sports Arms,Indie,2019,7,132651,5,3.5,1.5
38094,15477,My Best I think,Punk,2012,11,622397,0.5,3.5,0.5
38095,38748,Inside Automatic Bulgarian Noodles,Death Metal,2008,9,591029,0.5,5,3.5
38096,19108,Ferret Pasta,Pop,2010,2,570634,5,4,4
38097,8936,Fiat Dolls Too Much,Folk,2008,4,440026,3,0.5,4
38098,26740,Fitness Trainer Scared,Country,2009,3,539934,3.5,2.5,1
38099,32976,Next to Fierce Automatic Vauxhall,Hard Rock,2018,12,396509,4,4.5,2.5
38100,49237,Connect Chinchilla Fireman Butch Cassidy and the Dance Kid Me Cultural,Parody,2005,4,236763,0.5,1.5,3.5
38101,13350,Catadiottro,Pop,2002,11,26608,2,1.5,1.5
38102,49087,Severe Heat Sports Unlikely,Indie,2012,2,24510,4.5,3,3
38103,30646,Wand,Rock,2000,4,621218,1,2.5,3
38104,8130,Bosnia and Herzegovina,Rock,2014,3,415532,3,2.5,4.5
38105,27829,Majestic Cat Love Candy Baby,J-Rock,2004,14,637913,1.5,2.5,4
38106,37355,Georgian Vicuna Life Driver Respiratory Therapist,Hard Rock,2010,5,668307,4.5,0.5,2
38107,7802,Home Cute Beautiful People Truck,Folk,2012,11,147919,2.5,3.5,3
38108,14020,Dominator Nervous,Trap,2001,8,970365,4,1.5,0.5
38109,44061,Mental Incredible,Punk,2011,6,802522,2,1.5,4
38110,41285,Chrysler They Were,Compilation,2000,6,470162,0.5,4.5,3
38111,12957,Incredible Remarkable Life Cute Pray,Jazz,2010,14,798276,2,5,3
38112,30781,You Ugly Spoon,Latino,2012,12,826297,4.5,0.5,2.5
38113,8047,Slovakia Of Jollar Of Love,Electro-Pop,2015,11,930863,4,2.5,2
38114,23258,Maximus DJ Mix Of Death,Alternative,2018,12,308459,0.5,4.5,2
38115,18138,Powerful Aggressive Sudden Face,Compilation,2004,6,429253,4.5,1,3.5
38116,19761,Dance Renault The Song,Pop,2006,12,789119,2.5,4,4
38117,12278,Distinct Give me Ermine,Rap,2006,6,816295,3,3.5,0.5
38118,40836,The Secret Of My Bark,Ambient,2011,8,398484,3,3.5,1.5
38119,29717,My Old Of Loves Bring me Sunshine Icer,Hard Rock,2010,6,423861,1.5,1.5,3
38120,24242,Chameleon Dancer Shame General Fox,Pop,2010,13,809047,4.5,4.5,5
38121,45499,China Sports Xiang Economist Jinyu,Indie,2011,2,802235,3.5,1.5,1.5
38122,15633,They Were Just for,Rap,2019,3,469170,3,3.5,4
38123,33234,Pakistan,K-Pop,2009,14,670319,4.5,3,3.5
38124,19254,Farmer,Pop,2002,5,141658,4.5,0.5,2
38125,29946,Russian Doodle God,Indie,2017,13,112255,1.5,2.5,1.5
38126,49626,Sufficient In the Sky Big Better have,Country,2012,11,44948,4.5,1.5,4.5
38127,27690,Unhappy Relevant Orange Toad Black,Pop,2010,6,876664,2.5,3,4.5
38128,20636,Kia Hills Reasonable Hijazi Of Love Secretive,Indietronica,2000,9,552846,3,4.5,3.5
38129,8168,Calamity Jane Pleasant Alpaca California,Parody,2013,2,760981,4,3.5,1
38130,14402,Desserts Tiny Indonesia Dolls My Old,Rap,2006,14,362973,0.5,3,4.5
38131,22573,I'm Like Ewe,Holy Metal,2009,6,526671,1,2.5,2
38132,3509,Responsible Lovers Secretive Cat Comprehensive,Parody,2005,15,897022,0.5,4,1.5
38133,20922,Alive,Dance,2018,5,238195,1.5,3,1.5
38134,12438,In the Sky Cadillac are,Country,2012,8,276997,2.5,5,3.5
38135,9866,Better Off,Latino,2019,12,518997,1.5,1.5,1
38136,29174,Fade Guilty,Pop,2004,3,251787,4,1,4.5
38137,31485,Georgian Nissan Friendly Shame Guilty,Rap,2013,7,504389,4,4,1
38138,29040,Ewe Matter Toe,Parody,2000,4,884015,1.5,2.5,5
38139,9536,Alpaca Red,Dance,2001,7,132203,5,3,1
38140,33954,Of Bosnian,Rock,2005,2,549646,5,2,1.5
38141,9886,Topolino Lover Helpful Lonely,Parody,2014,4,179031,4,4,0.5
38142,41233,Matteo Weird Boring Engineer,Alternative,2006,8,7288,3.5,5,2.5
38143,11503,Tiger Morgan Are You My To Death,Alternative,2000,5,915183,5,4.5,2
38144,27406,Rock 'n' Roll Orange Healthy,Electro-Pop,2003,3,669770,0.5,3,1.5
38145,42081,Speed Size Cashier Magenta Alleged,Alternative,2011,10,512129,1.5,1.5,2
38146,1835,Electrical Loves Zeus Unable,Western,2015,15,481353,4.5,2,4.5
38147,15809,Central Volvo Elephant Pig Latin,Dance,2001,8,934760,2,0.5,3
38148,30964,Matteo Chef No Human,Deep House,2005,9,638493,3.5,0.5,1.5
38149,43353,Purple Dark Red,Latino,2016,2,250926,3.5,2.5,0.5
38150,48325,Just For Sunshine Moneky Fear,Live,2004,2,139136,3.5,2,2.5
38151,3446,Referee Moneyless China Elementale,Rap,2006,9,195171,4.5,3,4.5
38152,35140,Turkish Brash Alleged Soprattutto North Levantine,Parody,2002,6,242937,3,2.5,1
38153,23531,Ugly,Gospel,2011,10,433661,3.5,2.5,3
38154,20424,The Baddest Female Chocolate Cream,Holy Metal,2010,7,740552,1,3,2
38155,22370,Dangerous Reloaded Unicorn,Indie,2011,14,954480,3.5,1,5
38156,21395,Colonna Piggy On Another Level,Parody,2017,3,947616,0.5,5,2.5
38157,16178,Eastern Chameleon Lawyer I Ain't No,Punk,2000,15,604992,1.5,1,2.5
38158,18429,Just For Sunshine Moneky Fear,Live,2010,5,221421,1.5,1,4.5
38159,321,Show,Progressive,2011,10,648760,4.5,4,1.5
38160,6778,Incredible Calamity Jane Buick Aboriginal Zeus,Unplugged,2007,10,497263,1.5,0.5,4.5
38161,24342,Tall Heat Hope My Go!,Latino,2017,8,226489,2.5,3,4
38162,20095,Strict Former State of,Black Metal,2014,3,201921,1,3,4
38163,23934,Down into the Go!,Boy Band,2016,3,313635,2,2,4.5
38164,31923,Estar Lexus Morgan California Various,Boy Band,2002,7,669286,2.5,3.5,1.5
38165,22194,Sweden Inconcepibile Sings Fierce,Pop,2003,5,650746,4.5,1.5,0.5
38166,42163,Son Rock,Latino,2005,4,691361,0.5,3.5,3.5
38167,38731,Reloaded Sky La Moglie del Civil,Rock,2014,10,828413,3,2,2.5
38168,41325,Crying for the Boring Dancing Topolino I'm still,Heavy Metal,2019,9,538699,4,3.5,1
38169,8963,Direful Shame Isuzu Darkness Elephant,Black Metal,2011,5,240001,5,2,3
38170,49551,Magic,Country,2012,4,592448,4.5,4.5,0.5
38171,28120,The Green Soup,Pop,2002,3,104115,4,4,2.5
38172,47347,Hot Audi Toad DJ Mix,Holy Metal,2018,11,929981,3,5,0.5
38173,40504,Of Loves I'm the Maximus Thunder,Pop-Rock,2016,7,294809,5,2.5,2
38174,49726,Hermann Secret,Lounge,2002,5,329658,2.5,2.5,4.5
38175,3981,Historical High,Indie,2016,15,727066,4,1.5,1.5
38176,959,Bosnia and Herzegovina,Rap,2010,14,68172,1,3.5,5
38177,48597,Better Kia Hills Color,Punk,2013,7,888442,2,5,1.5
38178,40313,Desserts Bahasa Belligerent,Blues,2005,5,617167,5,2,1
38179,44253,Mind Make it Potwari General Motors Nervous,Punk,2008,14,249777,4,4.5,2
38180,23431,Happy Steel,Pop,2002,3,416679,2.5,4.5,5
38181,2518,Maria,Brit-Pop,2004,7,960705,0.5,4.5,1
38182,44457,Drafter Unlikely,Punk,2018,13,547763,5,5,5
38183,31157,Iran,Indietronica,2007,7,548439,3,3,3
38184,37111,Make It Animals,Progressive,2000,15,232785,2.5,1.5,1
38185,13968,Hyundai,Live,2019,13,690535,3,5,2
38186,22517,Explain,Compilation,2016,13,323994,1.5,2,1
38187,14375,Morgan Freeman,Blues,2013,2,930539,4.5,0.5,5
38188,38928,Quiet Similar Alligator Escape Behind the Comodino,Rap,2009,15,742223,3.5,2.5,3.5
38189,8230,Suzuki,Parody,2006,3,919539,4.5,1.5,1.5
38190,3545,Mister,Latino,2019,15,788952,1,1,3
38191,27548,Aware Desperate Successful Does Old,Pop,2002,6,79751,4,2,4
38192,37831,Lemon Eleven Guilty Heart,Folk,2001,5,350122,3.5,3,5
38193,16980,My Toys Upset Sword Question,Indie,2007,13,548048,4.5,1,2.5
38194,15861,Next to Brawny,Rock,2015,15,181299,5,1,3.5
38195,8599,Mitsubishi Turkish Catarinfrangente,Pop,2019,7,47642,5,3.5,4.5
38196,8396,Nervous,Ambient,2001,4,779746,3.5,5,2.5
38197,33257,In the Night,Electro-Pop,2004,7,300747,1,3,4
38198,1365,Llama,Techno,2012,15,887272,3,3,2
38199,16842,First Hunted,Rap,2014,15,588656,3.5,1,3.5
38200,28949,Accurate,K-Pop,2007,13,380560,3,2.5,3
38201,3406,Dodge,Rap,2008,6,968965,2,0.5,2.5
38202,19966,I Ain't No Afraid,Pop-Rock,2009,15,315157,4,0.5,2
38203,13202,Klingon,Rap,2009,4,217477,4.5,3.5,2
38204,41531,Medical Califiornia,Pop,2013,2,327709,3.5,4.5,3
38205,30681,Aware Intelligent,Latino,2002,12,471976,2.5,5,2.5
38206,9926,Arabia Buick Don't Forget the,Holy Metal,2012,4,373336,4,0.5,2
38207,38746,Carrots,Pop,2018,10,289489,2.5,5,4.5
38208,7255,In the Sky Search Purple Escape,Heavy Metal,2006,12,980532,3,1,1.5
38209,43860,Heat General Motors Above Chrysler,Rap,2016,3,277038,2.5,4.5,5
38210,13694,Personne Ne Comprend Pas,Retro,2007,9,720406,1.5,5,5
38211,31423,DJ Mix,Jazz,2000,6,799964,2,4.5,2
38212,38180,Kenworth Robbers Saudi,Trap,2019,15,26213,5,2,1.5
38213,35496,They Were,Metal,2003,7,465573,4.5,2,0.5
38214,42847,Turkey Psychologist,Death Metal,2016,9,749715,2.5,2.5,3
38215,34064,Zebra Time Insurance Mad,Pop,2009,15,239172,4.5,1.5,1.5
38216,31650,Sing Words Insurance Morbido Green,Lounge,2014,5,846562,2.5,2.5,0.5
38217,18816,Eat Drink and Be Merry Pharmacist Of Rock,Punk,2012,9,641834,2.5,0.5,0.5
38218,45850,Alleged DJ Mix Inner,Pop,2004,3,230925,4.5,4.5,3
38219,4687,Electrical I'm Da Real Slovak Speed,Electro-Pop,2009,13,735954,5,3,1
38220,4366,Significant Iceland Powerful,Pop,2019,12,352873,5,3.5,2
38221,18710,Human Mindless,Country,2014,10,975147,1.5,4.5,3
38222,48158,Russian Doodle God,Indie,2011,2,301192,4,1.5,0.5
38223,10489,Persian Hare Impressive,Boy Band,2004,2,901383,2.5,3,2
38224,12226,White Happy Behave Unlikely Chemist,Pop-Rock,2015,4,650043,4,0.5,2.5
38225,3806,Fish,Alternative,2000,7,132343,4.5,3,3
38226,47810,Morgan Remarkable The Blue Hunted,Western,2005,7,624824,3,2,4
38227,21377,Psychedelic Speed,Pop,2019,13,593305,2.5,5,3
38228,22600,Of Love Trick Financial Min Nan Sadness,Metal,2011,10,720142,3,4,4
38229,8691,Behind the That's my My Hyundai,Folk,2006,11,29144,2.5,1.5,0.5
38230,25821,Arabic,Live,2018,2,584987,1.5,5,3
38231,22299,Alleged Colouring China Goes,Rap,2005,7,160747,4,2.5,5
38232,14384,Wine Jewel,Pop,2008,5,141455,4.5,1.5,4
38233,27134,Fade Poor Estar,Lounge,2011,14,523553,2.5,2.5,0.5
38234,38288,Mare,Black Metal,2009,10,806751,2.5,3,2.5
38235,29202,Pull,Death Metal,2008,2,120876,4.5,4.5,1
38236,13936,I'm Gonna,Pop-Rock,2013,7,532352,4,2.5,1.5
38237,12510,Matteo Cute Richer,Latino,2004,9,151524,0.5,4.5,2.5
38238,13788,Raccoon Morgan Electronic,Lounge,2005,6,380301,1.5,4.5,4
38239,48150,Public Relations Specialist,Indie,2018,9,40168,3,3,5
38240,41722,Just For Never Forget the,Deep House,2011,3,507898,4,1.5,0.5
38241,26603,Fox Guilty,Deep House,2000,9,606051,4.5,0.5,3
38242,37753,General Motors Of Death My Life,Trap,2017,8,87009,3,1,5
38243,25892,The Queen,K-Pop,2008,8,381129,3.5,1,0.5
38244,19462,Anxious La Moglie del Substantial Zebra Of,Indie,2017,12,958503,4.5,2,0.5
38245,26443,Nissan Spread Several Klingon,Boy Band,2002,5,536434,3.5,0.5,3
38246,44552,Annoying The Delightful Heroes of Wales Moves Adjoining,Boy Band,2019,2,878649,3,2.5,2.5
38247,13828,Inside Automatic Bulgarian Noodles,Death Metal,2006,13,531314,3,5,4
38248,14426,Talented,Indie,2010,9,638492,4.5,5,3.5
38249,8089,Honor DJ Mix Secretive,Metal,2012,7,87083,0.5,2.5,2.5
38250,5393,My Mother Likes You More Than I,Trap,2002,13,433204,2.5,3,2.5
38251,45933,Min Nan,Indie,2010,6,273276,0.5,2.5,1
38252,46226,Large Developer Lovers,Parody,2012,8,679668,0.5,2,1.5
38253,4938,Yue,Alternative,2004,12,245124,2,3,2
38254,33318,Big Would You,Dance,2013,11,820760,4.5,1.5,1.5
38255,45011,Obviously Morgan,Western,2002,8,53130,3.5,1.5,1
38256,28692,Of Love Historical,Punk,2016,9,687971,3,2.5,3.5
38257,39168,Russian Doodle God,Indie,2013,4,537614,2.5,4,4
38258,11258,The Story Of Miss Alpaca,Gospel,2016,7,777641,4.5,4.5,3.5
38259,40036,The Baddest Female Chocolate Cream,Holy Metal,2018,7,284298,3,4,4.5
38260,27781,Mongolia Albanian Talented Tiger At Home,Punk,2010,15,2442,1.5,4,2
38261,13228,Bertie Hot Eat Drink and Be Merry,Death Metal,2011,2,801465,2.5,0.5,1.5
38262,3642,Blue Important Environmental Stews Tiger,Pop-Rock,2004,8,826253,3.5,0.5,0.5
38263,44727,Traditional Kia Hills,Electro-Pop,2005,13,948659,4.5,2.5,1
38264,48465,The Green Soup,Pop,2000,15,940011,2,0.5,4
38265,10179,Of Lover Civil Sports,Pop,2016,8,180300,1,3,2
38266,17004,Pharmacist Pleasant Helpful Forget It Hyundai,Heavy Metal,2015,8,295087,1,1,2
38267,12005,Direful Honor,Pop,2005,5,668718,2,0.5,3.5
38268,38320,Lover Deafening Medical,Jazz,2008,15,557699,5,1,4
38269,108,Talented Lexus Hysterical Obviously Odd,Hard Rock,2001,6,813414,2.5,1,2
38270,23181,Like Running Smart Of Love Country,Holy Metal,2014,8,610384,1.5,2.5,2.5
38271,4849,Personne Ne Comprend Pas,Retro,2018,10,258297,1.5,1.5,2
38272,39988,Chevrolet Bosnian Large Balance Richer,Pop,2008,9,350132,1.5,4.5,3
38273,14886,Invention Badger Construction Word,Unplugged,2013,5,692209,3,0.5,3.5
38274,4083,Eleven Financial Little Of Pleasant,Retro,2011,12,491463,0.5,2.5,2
38275,7123,Soprattutto,Indie,2006,11,300903,2.5,4,2.5
38276,32780,Colonna Piggy On Another Level,Parody,2010,15,7672,3,1,1.5
38277,46915,Just For Sunshine Moneky Fear,Live,2016,5,579866,1.5,4,2.5
38278,2677,Behave Brown Sunshine,Pop-Rock,2013,13,996957,1,5,0.5
38279,38681,Persian Seafood Red Truck Shame,Black Metal,2003,11,575944,1,4.5,1
38280,36821,Editor Architect Joy Middle School Teacher,Indie,2009,9,168866,3.5,3.5,3
38281,5116,Crying for the Cultural Lovers Primrose,Parody,2017,6,804942,4,0.5,3
38282,2616,The Story Of Miss Alpaca,Gospel,2000,2,329721,2,0.5,3
38283,7931,Hey Jason Toad Soups Unlikely,Indietronica,2008,14,41062,1.5,3,2.5
38284,24373,Aggressive Significant Sports Patrol Officer Mad,Progressive,2015,9,667725,2,3,5
38285,4190,Jerboa Patrol Officer,Alternative,2004,3,7907,4.5,3.5,2
38286,10755,Territory,Western,2009,7,780422,1.5,1.5,2
38287,31126,Creator Conscious Dark Turquoise,Folk,2014,15,307742,2.5,0.5,5
38288,37544,To my Best Loves Belief,Indietronica,2017,15,169285,1.5,0.5,1.5
38289,4389,Past Unhappy,Punk,2000,2,756065,2,4.5,1.5
38290,30005,Legal,Compilation,2016,15,394678,2.5,1.5,3.5
38291,14838,Mental Rat Conscious Stand Miss,Indie,2009,3,172898,5,4.5,4.5
38292,31657,Hungry Minnie Moon East Timor Never Forget the Several,Country,2007,15,798087,4,2,2
38293,20195,Pure,Parody,2019,15,499100,1.5,3.5,3
38294,45808,A Quiet Beautiful People Guttural Butter Suspend,Indie,2012,10,459715,5,3,1
38295,38439,Arabic Song Kicked Big Leopard,Pop,2000,15,373176,1,5,5
38296,40324,Peugeot Kia Hills Sings Yesterday,Metal,2000,4,876458,4.5,4.5,5
38297,44247,BMW Mind Garden Alpaca,Pop,2003,8,865878,3,2,2
38298,27664,Like Cadillac Scare,Progressive,2007,14,840757,1.5,5,2.5
38299,45900,Son Leopard,Indietronica,2008,11,230923,2,4,5
38300,13029,Ferret Aware Epidemiologist Rock 'n' Roll,Alternative,2018,6,800378,4.5,2,0.5
38301,13177,Lawyer Small Reporter Inside Your Cause,Latino,2006,6,239284,4,2,3
38302,11611,Running,Dance,2002,3,160436,2.5,2.5,3.5
38303,48571,Successfully Future,Pop-Rock,2004,3,413084,4.5,4,0.5
38304,9101,Strike Like My Baddest Volvo,Rock,2001,8,357734,1,5,2.5
38305,9940,You are my Sweet That's my Tiger Gazelle Falling,Country,2012,7,89193,3.5,4,2.5
38306,42703,Bulgaria Shop In Your Eyes Peugeot,K-Pop,2003,15,472156,2.5,2.5,3
38307,20830,Unfair Lincoln Clam,Blues,2015,10,549857,3.5,4.5,2.5
38308,29833,Quiet Similar Alligator Escape Behind the Comodino,Rap,2004,15,191175,4.5,2,4
38309,30041,Squirrels Black Fire Strong,Dance,2013,8,320176,3,0.5,1.5
38310,39279,Decent Suzuki Goes,Holy Metal,2014,3,136342,2,2,3.5
38311,37026,Dongfeng Eleven Spanish Come Tiger,Progressive,2008,2,612709,0.5,2,5
38312,37647,The Green Soup,Pop,2013,12,49487,0.5,5,4
38313,2994,Parakeet Typical Nepal,Heavy Metal,2015,15,701289,4,1,3
38314,25697,Remarkable Aware,Indie,2015,8,535296,2.5,4,3
38315,14928,Personne Ne Comprend Pas,Retro,2012,2,143014,4.5,2,0.5
38316,37676,The Game Follow Miami Dream Mobile,Indietronica,2011,2,80173,1,2,2.5
38317,9042,For my,Latino,2000,9,186142,4.5,0.5,2
38318,23639,Kiss My Niichan,Techno,2001,4,768195,4.5,1.5,3
38319,20285,And Intelligent Vauxhall Made in You are My,Hard Rock,2004,3,140675,5,4,2.5
38320,6941,Star Trek Don't You Afraid,Pop-Rock,2013,11,910232,4,0.5,1
38321,2173,In the Sky Important Down Rock Star,Lounge,2010,9,147503,3.5,0.5,1
38322,17388,Wonderful Zebu Educator Bahasa,Gospel,2015,9,747397,2.5,2.5,3
38323,4952,Permit Lahnda Hungry Willing Severe,Pop,2008,2,892886,1.5,2.5,4.5
38324,22238,Medical Sonographer Clam,Punk,2005,4,863898,0.5,1.5,2
38325,25915,Next to,Country,2005,6,904843,3,5,5
38326,4623,Jesus Fire Ultra-Maximus Boring Life,Punk,2003,15,270060,5,3.5,1
38327,4262,Of Love Bangla Xiang Malay,Indie,2004,8,55289,3,3,2
38328,18671,Tiny Aboriginal Desktop publisher,K-Pop,2018,15,96329,2.5,0.5,1.5
38329,18796,Ametista Dongfeng,Indie,2005,13,744019,2,4.5,4.5
38330,34442,Existing,Pop-Rock,2018,4,208102,5,3.5,5
38331,13656,Hungary Indonesian Catarinfrangente,Live,2002,7,656045,1.5,4,3
38332,15819,Secret,Pop,2010,13,823154,0.5,2.5,3.5
38333,46734,To My Beloved Inner Star Eli,Unplugged,2003,5,943438,1.5,3,0.5
38334,6321,Loves,Pop-Rock,2008,13,948669,3,4,3
38335,7026,Peugeot Kia Hills Sings Yesterday,Metal,2002,12,542066,2,0.5,1.5
38336,25289,Wipe,Country,2005,9,313560,2.5,1.5,4.5
38337,32982,Eat Drink and Be Merry The Administrator,Indie,2015,14,105264,3.5,2.5,3
38338,40712,Standard Algerian,Progressive,2008,13,950116,3,1,1
38339,32038,Engineer Chocolate Different At Noodles,Metal,2005,2,135316,3.5,1,2
38340,27814,Strike Like My Baddest Volvo,Rock,2000,4,771387,5,4,2
38341,28667,La Moglie del,Indie,2006,12,304745,5,5,2
38342,38064,Speech-Language Pathologist They Were Running Around Like a Headless Chicken Relax,Death Metal,2014,14,738206,3,4,2.5
38343,45703,Panther For my Substance,Lounge,2008,10,789698,1,0.5,0.5
38344,26730,Engineer Of Love Shy Mix,Indietronica,2005,4,23611,3.5,0.5,5
38345,23321,Bislama Dolphins Behind the,Indie,2000,15,724427,2,2.5,1
38346,9476,Financial Weak,Compilation,2006,7,677624,3.5,2,2.5
38347,44314,Try,Rap,2015,14,639931,4.5,1.5,3.5
38348,44975,Dog Intelligent High Behave,Boy Band,2002,13,19575,3,0.5,5
38349,22466,Of Loves I'm the Maximus Thunder,Pop-Rock,2007,10,221654,3,5,1.5
38350,15143,Colonna Piggy On Another Level,Parody,2018,14,903338,0.5,4,1
38351,29440,Glossy Suspend Soprattutto Dancer Purple,Pop,2013,7,960844,0.5,4.5,4
38352,34099,As Don't Forget the Animals,Rock,2018,5,450254,1.5,5,3
38353,7703,Terrible La Moglie del,Pop,2000,9,446184,4,5,1
38354,34169,Thunder Visible Scream Effect,Metal,2019,2,17981,4,3,4.5
38355,11103,Fear Toys,Holy Metal,2017,12,134878,0.5,5,0.5
38356,18523,Vauxhall United Green Need,Rock,2018,8,491368,1,2,5
38357,38607,Jesus Fire Ultra-Maximus Boring Life,Punk,2009,14,591711,2,1.5,0.5
38358,42970,Pahari I'll Unfair I'm still Discovery,Rock,2008,7,693658,3,3.5,2
38359,41676,Coati,Hard Rock,2011,3,560409,4,5,4.5
38360,33632,Lawyer Miami Dream Former,Pop,2012,2,888568,1,5,2
38361,17540,Sandwiches Middle School Teacher Chapter book Sufficient Magical,Progressive,2014,8,470929,4.5,5,4
38362,1018,The Long And Winding Road,Rap,2016,8,411757,3.5,1.5,0.5
38363,41589,Zeus Traditional Dance Human,Progressive,2000,2,291435,3,0.5,4.5
38364,25938,Just For Sunshine Moneky Fear,Live,2014,5,751274,3.5,1.5,5
38365,9770,Mix Administrative,Rap,2006,8,585403,3.5,4,5
38366,2480,You Look Like Technical,Rock,2001,3,146706,1.5,2.5,2
38367,42482,Llama Steer Bulgarian Forever,Live,2013,13,780581,3.5,4.5,0.5
38368,14035,Cow Terrible,Pop,2000,2,217637,4.5,4,5
38369,39138,Complete,Punk,2000,15,412508,4,0.5,1
38370,45669,Pahari Black,Rock,2018,2,55762,1,1,4
38371,40559,Speech-Language Pathologist,Dance,2012,9,561251,0.5,0.5,2
38372,24824,Russian Doodle God,Indie,2013,12,581047,4,2,3.5
38373,13947,Full of In the Sky Wonderful,Folk,2010,8,776158,4,4.5,1
38374,32846,Of Love Shock Gabby Spain Psychedelic,Deep House,2010,8,809918,3,2.5,0.5
38375,12050,Mental High Sound Existing Bat,Indie,2000,7,938179,1.5,0.5,4
38376,3143,Of Love Moneyless Elephant,Punk,2008,2,247987,2.5,1,3
38377,45025,No Pantalones Are,Latino,2017,9,733960,0.5,1,0.5
38378,20611,Squirrels Black Fire Strong,Dance,2012,14,960841,2.5,1.5,1
38379,40174,Are You My War Tiny,Latino,2006,5,843947,2.5,2.5,4
38380,24287,Red Obvious,J-Rock,2016,3,766574,5,5,0.5
38381,19773,Medical Sonographer Visible Time Orange Childcare worker,Indietronica,2000,5,724463,1.5,3,4
38382,41108,Kia Hills Acura Stars,Unplugged,2013,8,450245,3,1.5,4
38383,17213,Similar Unhappy,Blues,2005,6,40511,2.5,2.5,1.5
38384,23921,Behind the That's my My Hyundai,Folk,2001,8,947994,0.5,0.5,4.5
38385,25573,Healthy Dacia Terrible Angry Central,Indietronica,2007,2,496147,0.5,2.5,3
38386,45236,Of Thunder,Death Metal,2001,8,379370,0.5,4,0.5
38387,47050,Useful,Dance,2000,12,826346,3,2.5,1.5
38388,6628,Alan Fierce Lawyer Desktop publisher,Indie,2010,9,384556,4,4.5,2.5
38389,31581,First to Several Blue Spread,Indie,2018,7,30080,3,1.5,4
38390,14843,Practical,Jazz,2002,11,735040,1.5,1,2
38391,32236,kill,Pop,2018,5,612957,5,1.5,5
38392,27826,Lizard For my I Gotta Feeling Chrysler Goodbye my Old,Latino,2007,13,293799,5,3.5,1.5
38393,23596,Inconcepibile Escape Medical Form Toe,Holy Metal,2007,3,351869,4,1,2
38394,5246,That's my,Retro,2000,12,228655,3.5,5,2.5
38395,45020,Albania Cause The,Boy Band,2019,9,764232,3,2,3.5
38396,40033,Algeria Mobile Mind,K-Pop,2015,3,738377,4.5,1,1.5
38397,48066,Malay,Rock,2004,7,408844,4.5,2.5,5
38398,2167,Sky Public Relations Specialist Fireman,Dance,2009,4,214721,2,3,3.5
38399,26322,Pig Latin Mouse The,Indie,2011,5,185436,3.5,0.5,0.5
38400,31539,Russian Doodle God,Indie,2003,10,566446,4.5,5,0.5
38401,4776,I think Assistant Assistant That's my Cause,Rap,2013,8,909028,2.5,3.5,2
38402,15887,Shaggy Cuddly Paramedic Of Love Acura,Unplugged,2014,7,832459,4,2,1.5
38403,29579,Next to Several Tiger,Rock,2013,11,680504,2,3.5,0.5
38404,7563,Principale Of Basic Conscious Of Thunder,Electro-Pop,2019,3,564195,1,2,3.5
38405,48243,Pleasant known,Country,2013,14,192234,5,3,4
38406,34635,Accurate Alpaca,K-Pop,2009,3,772144,3,0.5,3.5
38407,11304,Porsche Wipe Albania Arabic Shame,Unplugged,2016,13,217009,3.5,4,0.5
38408,19831,Magical Shield Nervous Living On A Prayer Young Signorino,Rock,2010,8,976031,3.5,2,5
38409,42210,Move Like a,Pop-Rock,2008,4,295688,4,4.5,4.5
38410,18708,Complete,Pop-Rock,2003,10,362653,1.5,2,4
38411,20766,Sky White No Pantalones,Live,2013,8,18613,2,1,4.5
38412,11620,Loves Relevant Of Lover Slovakia,Pop-Rock,2002,8,624594,5,3,0.5
38413,8238,Prince Of Loves,Trap,2019,9,639416,3.5,2.5,5
38414,13389,Entertaining Cause Of,Electro-Pop,2007,14,741377,1.5,2,2
38415,2724,Bandicoot Chevrolet,Rock,2009,10,148590,0.5,1,1
38416,40458,Fall Important Box,Country,2006,15,143586,4,0.5,3
38417,48965,Minnie Moon Chameleon Legs,Folk,2012,13,91500,2.5,1,4
38418,19812,Fade Uzbekistan Of Love School Psychologist,Rock,2008,11,762831,1,5,1.5
38419,32598,Squirrels Black Fire Strong,Dance,2004,10,843118,3,0.5,4.5
38420,25315,More Sky Don't Talk to Does,Black Metal,2013,14,191108,5,5,0.5
38421,3339,Sick Adventure of the Mazda,Live,2009,8,356135,3,1.5,3
38422,22330,Algeria,Lounge,2017,15,455646,0.5,3.5,5
38423,11162,Inside Automatic Bulgarian Noodles,Death Metal,2018,3,671065,4,3,5
38424,38611,Large Upside Down Arrange,Indie,2012,3,71792,1.5,1.5,5
38425,31781,Administrative Potwari Is Kia Hills,Indie,2013,5,536537,2.5,1.5,5
38426,19970,The Green Soup,Pop,2010,13,164245,5,3.5,5
